field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
cpmbathrangeyn,qst_mcc1_v03,,radio,"Water bath duration?","1, Standard range (60sec +/- 5 sec) | 2, Outside of range: < 55sec or > 65 sec",,,,,,,,,,,,
cpmoutrangetime,qst_mcc1_v03,,text,"If outside of range, enter time (sec)",,seconds,number,0,,,"[cpmbathrangeyn] = '2'",,,,,,
cpm_dt_4,qst_mcc1_v03,,descriptive,"PPTs (in kg, to 2 decimal places, max value 9.00 kg)

Remote site (contralateral deltoid):",,,,,,,,,,,,,
cpmppt1val,qst_mcc1_v03,,text,"Rep 1:",,"x.xx kg",number_2dp,0,9,,,,,,,,
cpmppt1val1,qst_mcc1_v03,,text,"Rep 1: (double entry)",,"x.xx kg",number_2dp,0,9,,,,,,,,
cpmppt2val,qst_mcc1_v03,,text,"Rep 2:",,"x.xx kg",number_2dp,0,9,,,,,,,,
cpmppt2val1,qst_mcc1_v03,,text,"Rep 2: (double entry)",,"x.xx kg",number_2dp,0,9,,,,,,,,
cpmppt3val,qst_mcc1_v03,,text,"Rep 3:",,"x.xx kg",number_2dp,0,9,,,,,,,,
cpmppt3val1,qst_mcc1_v03,,text,"Rep 3: (double entry)",,"x.xx kg",number_2dp,0,9,,,,,,,,
cpmcompleteyn,qst_mcc1_v03,,yesno,"Test Completed:",,,,,,,,,RH,,,,
cpmnotes,qst_mcc1_v03,,notes,"Additional notes for Conditioned Pain Modulation
",,,,,,,,,RH,,,,
fmricuffcontrayn,qst_mcc1_v03,"<div class=""rich-text-field-label""><h4><u>Cuff Pressure fMRI:</u></h4> <p>Cuff Pressure to achieve 4/10 pain outside of scanner (in mmHg)</p></div>",radio,"Cuff pressure contraindicated:","1, Yes | 0, No",,,,,,,,RH,,,,
fmricuffcalfpressure,qst_mcc1_v03,,text,"Calf pressure, contralateral calf, Pressure 1:
",,(mmHg),number,,,,"[fmricuffcontrayn] = '0'",,,,,,
fmricuffcalfpressure2,qst_mcc1_v03,,text,"Calf pressure, contralateral calf, Pressure 1: (double entry)
",,(mmHg),number,,,,"[fmricuffcontrayn] = '0'",,,,,,
dt_reconsent_check_3,current_medications_v02,,descriptive,"<div class=""rich-text-field-label""><h6 style=""text-align: left;""><span style=""background-color: #f8cac6;"">It appears that this participant still needs to be reconsented with the new June 30, 2022 consent related to the 3-Month Visit.</span></h6> <h6 style=""text-align: left;""><span style=""background-color: #f8cac6;"">Please check in the Screening Project if they have been reconsented.</span></h6></div>",,,,,,,"[informed_consent_arm_1][reconsent06302022]=""0""",,,,,,@HIDDEN-PDF
cmc_medsleepdepr,current_medications_v02,,radio,"1. In the last 24 hours, have you taken any medication to help you sleep, for depression or anxiety, or for a bipolar/schizoaffective disorder?  

Examples by category:
Sleep meds - zolpidem, flurazepam, eszopiclone, temazepam, melatonin, trazadone;
Anxiety - lorazepam, alprazolam, diazepam;
Depression - citalopram, escitalopram, fluoxetine, paroxetine, sertraline, fluvoxamine, duloxetine, venlafaxine, desvenlafaxine, amitriptyline, imipramine, desipramine;
Bipolar - lurasidone, lithium, divalproex, valproic acid, lithium, haloperidol, risperidone, olanzapine, aripiprazole, or ziprasidone.","1, Yes | 0, No | 3, Unknown",,,,,,,,RH,,,,
cmc_medhtcd,current_medications_v02,,radio,"2. In the past 24 hours have you taken any medications for hypertension/cardiac disease? 

Examples: lisinopril, captopril, benazepril, amlodipine, diltiazem, hydralazine,metoprolol, atenolol, sacubitril/valsartan {Entresto}","1, Yes | 0, No | 3, Unknown",,,,,,,,RH,,,,
cmc_medhclipids,current_medications_v02,,radio,"3. In the past 24 hours have you taken any medications for high cholesterol or lipids? 

Examples: statins {atorvastatin, lovastatin, pravastatin, rosuvastatin, simvastatin}, omega-3 fish oil","1, Yes | 0, No | 3, Unknown",,,,,,,,RH,,,,
cmc_medseizadhd,current_medications_v02,,radio,"4. In the past 24 hours have you taken medications for seizures/Parkinson's disease or adult ADHD?

Examples by category:
Neuro - levodopa, safinamide, pramipexole, ropinirole, amantadine, benztropine, trihexyphenidyl, selegiline, entacapone, tolcapone, carbidopa/levodopa, carbamazepine, phenytoin, oxcarbazepine, lamotrigine, gabapentin, topiramate;
ADHD - lisdexamfetamine, amphetamine, methylphenidate, dexmethylphenidate, atomoxetine.","1, Yes | 0, No | 3, Unknown",,,,,,,,RH,,,,
cmc_medpainopioid,current_medications_v02,,radio,"5. In the past 24 hours have you taken any pain or opioid containing medications? 

Examples: oxycodone, hydrocodone, morphine, hydromorphone, tramadol, fentanyl","1, Yes | 0, No | 3, Unknown",,,,,,,,RH,,,,
cmc_medpainpregabdulo,current_medications_v02,,radio,"<div class=""rich-text-field-label""><p>6. In the past 24 hours have you taken any of the following pain medications?</p> <ul> <li>6a. Pregabalin, gabapentin, duloxetine</li> </ul></div>","1, Yes | 0, No | 3, Unknown",,,,,,,,RH,,,,"20220928 Added this field AHACKMAN"
cmc_medpainnsaids,current_medications_v02,,radio,"<div class=""rich-text-field-label""><ul> <li>6b. NSAIDs (Ibuprofen (Advil, Motrin), naproxyn (Aleve), aspirin (>325 mg), Celecoxib, Meloxicam    </li> </ul></div>","1, Yes | 0, No | 3, Unknown",,,,,,,,RH,,,,"20220928 Added this field AHACKMAN"
cmc_medpaintylenol,current_medications_v02,,radio,"<div class=""rich-text-field-label""><ul> <li>6c. Acetaminophen (Tylenol)</li> </ul></div>","1, Yes | 0, No | 3, Unknown",,,,,,,,RH,,,,"20220928 Added this field AHACKMAN"
dt_reconsent_check_2,blood_sample_collection_and_processing_crf,,descriptive,"<div class=""rich-text-field-label""><h6 style=""text-align: left;""><span style=""background-color: #f8cac6;"">It appears that this participant still needs to be reconsented with the new June 30, 2022 consent related to the 3-Month Visit. </span></h6> <h6 style=""text-align: left;""><span style=""background-color: #f8cac6;"">Please check in the Screening Project if they have been reconsented.</span></h6></div>",,,,,,,"[informed_consent_arm_1][reconsent06302022]=""0""",,,,,,@HIDDEN-PDF
bscp_hrs_since_water,blood_sample_collection_and_processing_crf,,text,"1. Number of hours since last drank anything except water:",,,integer,,,,,,,,,,
bscp_hrs_since_food,blood_sample_collection_and_processing_crf,,text,"2. Number of hours since last food intake: ",,,integer,,,,,,,,,,
bscp_caff_cups_amt,blood_sample_collection_and_processing_crf,,radio,"3. How would you describe the amount of caffeine you had in the last 24 hours:  ","1, The usual amount | 2, Less than the usual amount | 3, More than the usual amount | 4, Not applicable",,,,,,,,,,,,
bscp_hrs_since_cafstim,blood_sample_collection_and_processing_crf,,text,"3.b. Number of hours since last had caffeine/stimulants:",,,integer,,,,"[bscp_caff_cups_amt] = '1' or [bscp_caff_cups_amt] = '2' or [bscp_caff_cups_amt] = '3'",,,,,,
bscp_any_vacc,blood_sample_collection_and_processing_crf,,radio,"4. Have you received any vaccine in the last two weeks?","1, Yes | 0, No",,,,,,,,,,,,
bscp_verify_pt,blood_sample_collection_and_processing_crf,,radio,"5. Did you verify patients name and date of birth:","1, Yes | 0, No",,,,,,,,,,,,
bscp_ra_initials,blood_sample_collection_and_processing_crf,,text,"6a. Research assistant initials:",,,alpha_only,,,,,,,,,,
bscp_phleb_by_init,blood_sample_collection_and_processing_crf,,text,"6b. Initials of person performing phlebotomy:",,,,,,,,,,,,,
bscp_sample_obtained,blood_sample_collection_and_processing_crf,,checkbox,"7. Blood sample","1, Not obtained",,,,,,,,,,,,
bscp_no_sample_reason,blood_sample_collection_and_processing_crf,,radio,"7.a. Reason not obtained","1, Unable to obtain blood (>2 sticks) | 2, Patient request to stop (pain, paresthesia) | 3, Patient condition (lightheaded, fainted) | 4, Hematoma after needle stick (bruising, ecchymosis) | 5, Other",,,,,,"[bscp_sample_obtained(1)] = '1'",,,,,,
bscp_samplekit_brcd,blood_sample_collection_and_processing_crf,,text,"<div class=""rich-text-field-label""><h3>Sample kit barcode</h3></div>",,,,,,,,,,,,,
bscp_time_blood_draw,blood_sample_collection_and_processing_crf,,text,"Time completed blood draw: ",,,datetime_mdy,,,y,,,,,,,
bscp_time_blood_draw_dss,blood_sample_collection_and_processing_crf,,calc,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Time completed blood draw: days since surgery</p></div>","datediff([bscp_time_blood_draw],[sp_surg_date],'d')",,,,,,,,,,,,
bscp_dt1,blood_sample_collection_and_processing_crf,,descriptive,"<div class=""rich-text-field-label""><h3 style=""text-align: left;"">Sample Tubes</h3></div>",,,,,,,,,,,,,
bscp_lav1_not_obt,blood_sample_collection_and_processing_crf,,checkbox,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Lavender #1:</p></div>","1, Not obtained",,,,,,,,,,,,
bscp_lav1_brcd,blood_sample_collection_and_processing_crf,,text,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Lavender #1 barcode</p></div>",,,,,,,,,,,,,
bscp_paxg_not_obt,blood_sample_collection_and_processing_crf,,checkbox,"<div class=""rich-text-field-label""><p style=""text-align: right;"">PAXgene DNA tube:</p></div>","1, Not obtained",,,,,,,,,,,,
bscp_paxg_brcd,blood_sample_collection_and_processing_crf,,text,"<div class=""rich-text-field-label""><p style=""text-align: right;"">PAXgene DNA tube barcode</p></div>",,,,,,,,,,,,,
bscp_dt2,blood_sample_collection_and_processing_crf,,descriptive,"<div class=""rich-text-field-label""><h4>Centrifuging</h4></div>",,,,,,,,,,,,,
bscp_time_centrifuge,blood_sample_collection_and_processing_crf,,text,"Time completed centrifuging: ",,,datetime_mdy,,,y,,,,,,,
bscp_time_centrifuge_dss,blood_sample_collection_and_processing_crf,,calc,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Time completed centrifuging: days since surgery</p></div>","datediff([bscp_time_centrifuge],[sp_surg_date],'d')",,,,,,,,,,,,
bscp_lav1_centrif_brcd,blood_sample_collection_and_processing_crf,,text,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Lavender #1 barcode</p></div>",,,,,,,,,,,,,
bscp_plugcap_centrif_brcd,blood_sample_collection_and_processing_crf,,text,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Plug cap tube barcode</p></div>",,,,,,,,,,,,,
bscp_deg_of_hemolysis,blood_sample_collection_and_processing_crf,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Assess the degree of hemolysis of the plasma (Lavender tube) </span>after centrifugation<span style=""font-weight: normal;""> according to the laminated hemolysis color scale, and record the estimated hemoglobin value in g/L:</span></p></div>","0, 0 | .25, 0.25 | .5, 0.5 | 1, 1 | 2, 2 | 4, 4 | 8, 8",g/L,,,,,,y,LH,,,,
bscp_dt_3,blood_sample_collection_and_processing_crf,,descriptive,"<div class=""rich-text-field-label""><h4>Aliquots</h4></div>",,,,,,,,,,,,,
bscp_aliquot_box_brcd,blood_sample_collection_and_processing_crf,,text,"Plasma aliquot (2"") freezer box barcode:",,,,,,,,,,,,,
bscp_buffycoat_na,blood_sample_collection_and_processing_crf,,checkbox,"Buffy coat (blue microfuge) tube:","1, N/A",,,,,,,,,,,,
bscp_buffycoat_brcd,blood_sample_collection_and_processing_crf,,text,"Buffy coat (blue microfuge) tube barcode:",,,,,,,,,,,,,
bscp_plasma_brcd,blood_sample_collection_and_processing_crf,,text,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Plasma aliquot barcode:</p></div>",,,,,,,,,,,,,
bscp_aliq_cnt,blood_sample_collection_and_processing_crf,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Number of aliquots:</p></div>","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8",,,,,,,,,,,,
bscp_paxg_box_brcd,blood_sample_collection_and_processing_crf," ",text,"PAXgene DNA (3"") freezer box:",,,,,,,,,,,,,
bscp_paxg_aliq_na,blood_sample_collection_and_processing_crf,,checkbox,"PAXgene DNA tube:","1, N/A",,,,,,,,,,,,
bscp_paxg_aliq_brcd,blood_sample_collection_and_processing_crf,,text,"PAXgene DNA tube barcode:",,,,,,,,,,,,,
bscp_aliquot_freezer_time,blood_sample_collection_and_processing_crf,,text,"Time plasma aliquot tubes placed in freezer:",,,datetime_mdy,,,y,,,,,,,
bscp_aliquot_freezer_dss,blood_sample_collection_and_processing_crf,,calc,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Time plasma aliquot tubes placed in freezer:days since surgery</p></div>","datediff([bscp_aliquot_freezer_time],[sp_surg_date],'d')",,,,,,,,,,,,
bscp_dt_4,blood_sample_collection_and_processing_crf,,descriptive,"<div class=""rich-text-field-label""><h4>Protocol Deviation</h4></div>",,,,,,,,,,,,,
bscp_protocol_dev,blood_sample_collection_and_processing_crf,,radio,"Did a protocol deviation occur:","1, Yes | 0, No",,,,,,,,,,,,
bscp_protocol_dev_reason,blood_sample_collection_and_processing_crf,,radio,"Reason for protocol deviation:","1, Unable to obtain blood sample -technical reason | 2, Unable to obtain blood sample -patient related | 3, Sample handling/processing error",,,,,,,,,,,,
bscp_comments,blood_sample_collection_and_processing_crf,,notes,Comments,,,,,,,,,,,,,
bscp_procby_initials,blood_sample_collection_and_processing_crf,,text,"Initials of person that processed blood:",,,alpha_only,,,,,,,,,,
img_sad,imaging_items_v11,"Mood and Sleep Items:",radio,"1. Currently, how sad are you?","0, Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Extremely",,,,,,,,,,img_mtrx_1,,
img_energetic,imaging_items_v11,,radio,"2. Currently, how energetic are you?","0, Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Extremely",,,,,,,,,,img_mtrx_1,,
img_angry,imaging_items_v11,,radio,"3. Currently, how angry are you?","0, Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Extremely",,,,,,,,,,img_mtrx_1,,
img_hopeful,imaging_items_v11,,radio,"4. Currently, how hopeful are you?","0, Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Extremely",,,,,,,,,,img_mtrx_1,,
img_nervous,imaging_items_v11,,radio,"5. Currently, how nervous are you?","0, Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Extremely",,,,,,,,,,img_mtrx_1,,
img_happy,imaging_items_v11,,radio,"6. Currently, how happy are you?","0, Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Extremely",,,,,,,,,,img_mtrx_1,,
img_qual_sleep_24,imaging_items_v11,,radio,"7.Rate the overall QUALITY of your SLEEP in the past 24 hours.","0, Extremely poor | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Extremely good",,,,,,,,,,img_mtrx_2,,
imgpainanatsiteareatxt,imaging_items_v11,,text,,,,,,,,,,,,,,@IMAGEMAP=MBODY2
fmricuff_initials,imaging_mcc1_v09,,text,"Investigator initials:",,,,,,,,,,,,,
fmripatientname_gen,imaging_mcc1_v09,,text,"Generated image ID - Copied to fmripatientname field when that form is completed.
Added 6/6/2022",,,,,,,,,,,,,"@HIDDEN @CALCTEXT(concat(
if([record-dag-name]='rush_university_me' and [informed_consent_arm_1][sp_imaging_site] = '1',""UI"",
if([record-dag-name]='rush_university_me' and [informed_consent_arm_1][sp_imaging_site] = '2',""RU"",
	if([record-dag-name]='northshore',""NS"",
		if([record-dag-name]='uchicago',""UC"",""NoSite"")))),[record_id],if([event-name]= 'baseline_visit_arm_1',""V1"",if([event-name]= '3mo_postop_arm_1',""V3"",""NoEvent""))))"
fmripatientname,imaging_mcc1_v09,,text,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;"">Verify Patient Name (as entered into scanner console):</span></p> <ul> <li>Site code: <ul> <li>""NS"" - Northshore</li> <li>""RU"" - Rush</li> <li>""UI"" - UIC Rush</li> <li>""UC"" - U of Chicago</li> <li>""UM"" - U of Michigan</li> </ul> </li> <li>Patient name: 5-digit REDCap patient ID</li> <li>Visit code: <ul> <li>""V1"" for baseline visit</li> <li>""V3"" for 3-month visit</li> </ul> </li> </ul> <p style=""padding-left: 40px;"">Example: NS10078V1</p></div>",,,,,,,,,RH,,,,"@CALCTEXT(concat(
if([record-dag-name]='rush_university_me' and [informed_consent_arm_1][sp_imaging_site] = '1',""UI"",
if([record-dag-name]='rush_university_me' and [informed_consent_arm_1][sp_imaging_site] = '2',""RU"",
if([record-dag-name]='northshore',""NS"",if([record-dag-name]='uchicago',""UC"",""NoSite"")))),[record_id],if([event-name]= 'baseline_visit_arm_1',""V1"",if([event-name]= '3mo_postop_arm_1',""V3"",""NoEvent""))))"
fmripatientname_scan,imaging_mcc1_v09,,text,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;"">Optional: </span></p> <p>Patient Name as entered into scanner console if <span style=""text-decoration: underline;"">DIFFERENT</span> than generated ID above:</p></div>",,,,,,,,,RH,,,,
fmri_dt_0,imaging_mcc1_v09,,descriptive,"<div class=""rich-text-field-label""><h4>Cuff pressure contraindicated: <span style=""background-color: #bfedd2;"">[fmricuffcontrayn]<br /></span><em>(From QST MCC1 form)</em></h4></div>",,,,,,,,,,,,,
fmri_dt_1,imaging_mcc1_v09,,descriptive,"<div class=""rich-text-field-label""><p>Cuff Pressure to achieve 4/10 pain: [fmricuffcalfpressure] (mmHg)<br /><span style=""font-weight: normal;""><em>(From QST MCC1 form) </em></span></p></div>",,,,,,,"[fmricuffcontrayn] = '0'",,,,,,
fmricuffleg,imaging_mcc1_v09,,radio,"<div class=""rich-text-field-label""><p>Cuff applied to R/L leg:<br /><em><span style=""font-weight: normal;"">(hint: MCC1: contralateral to surgical knee)</span></em></p></div>","1, Right | 2, Left",,,,,,"[fmricuffcontrayn] = '0'",,,,,,
fmricuffcontrarecal,imaging_mcc1_v09,,radio,"Re-calibration of pressure needed:","1, Yes | 0, No",,,,,,"[fmricuffcontrayn] = '0'",,RH,,,,
fmricuffcalfpressurerecal,imaging_mcc1_v09,,text,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Pressure 2:</p></div>",,(mmHg),number,,,,"[fmricuffcontrarecal] = '1'",,,,,,
fmricuffcalfpressurerecal2,imaging_mcc1_v09,,text,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Pressure 2: (double entry)</p></div>",,(mmHg),number,,,,"[fmricuffcontrarecal] = '1'",,,,,,
fmricufft1techrating,imaging_mcc1_v09,,radio,"Please enter technologist's quality rating for the T1 scan:
","3, Green - good, Class 3 | 2, Yellow - borderline, Class 2 | 1, Red - unusable, Class 1",,,,,,,,,,,,
fmricufft1repeated,imaging_mcc1_v09,,yesno,"T1 scan repeated?",,,,,,,"[fmricufft1techrating] = '1'",,,,,,
fmricufft1techrating2,imaging_mcc1_v09,,radio,"Please enter technologist's quality rating for the 2nd T1 scan:
","3, Green - good, Class 3 | 2, Yellow - borderline, Class 2 | 1, Red - unusable, Class 1",,,,,,"[fmricufft1repeated] = '1'",,,,,,
fmri_dt_2,imaging_mcc1_v09,,descriptive,"<div class=""rich-text-field-label""><h4 style=""line-height: 150%;""><u>Pain Ratings:</u>  </h4> <h5>Before <span style=""font-weight: normal;"">first resting fMRI scan</span></h5></div>",,,,,,,,,,,,,
fmricuffrestpainss,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Surgical site pain</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffrestpainss2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Surgical site pain (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffrestpainovrall,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Body pain</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffrestpainovrall2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Body pain (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmri_dt_3,imaging_mcc1_v09,,descriptive,"<div class=""rich-text-field-label""><h5>After<span style=""font-weight: normal;""> first resting fMRI scan:</span></h5></div>",,,,,,,,,,,,,
fmricuffcurrpainaftfirstscanss,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Surgical site pain</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffcurrpainaftfirstscanss2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Surgical site pain (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffcurrpainaftfirstscanovrall,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Body pain</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffcurrpainaftfirstscanovrall2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Body pain (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffcurrpainaftfirstscancp,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Cuff pain</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmricuffcurrpainaftfirstscancp2,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Cuff pain (double entry)</p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
fmri_dt_6,imaging_mcc1_v09,,descriptive,"<div class=""rich-text-field-label""><h5>After<span style=""font-weight: normal;""> first cuff fMRI scan (personalized cuff pressure):</span></h5> <p><span style=""font-weight: normal;"">Now I will ask you about the cuff pain you just experienced.</span></p></div>",,,,,,,,,,,,,
fmricuffpainbegin,imaging_mcc1_v09,,dropdown,"<div class=""rich-text-field-label""><p style=""text-align: right;"">cuff pain (<span style=""text-decoration: underline;"">beginning)</span></p></div>","0.0, 0.0 | 0.5, 0.5 | 1.0, 1.0 | 1.5, 1.5 | 2.0, 2.0 | 2.5, 2.5 | 3.0, 3.0 | 3.5, 3.5 | 4.0, 4.0 | 4.5, 4.5 | 5.0, 5.0 | 5.5, 5.5 | 6.0, 6.0 | 6.5, 6.5 | 7.0, 7.0 | 7.5, 7.5 | 8.0, 8.0 | 8.5, 8.5 | 9.0, 9.0 | 9.5, 9.5 | 10.0, 10.0","range: 0 - 10, allow 0.5 increments (x.x)",,,,,,,,,,,
